store_id,kakao_nickname,kakao_date,kakao_content,kakao_star
15549566,카카오리뷰어,2019.05.30.,아시는분들은 아시겠지만 자주먹긴힘들어도 한번만 드신분들은 없으실듯,5.0
15549566,은행원혓바닥,2019.02.24.,진짜 제대로 접대받는 느낌입니다,5.0
28478898,안영민,2020.10.04.,,3.0
28478898,김동완,2019.12.10.,주인이 보길바라며가끔 운동끝나고 고기먹는 장소종 1곳소고기 물리면 가끔 시키는 제주오겹살 200g 2만원맛만 좋으면 가격이야 인정고기에서 숫돼지 잡내 심하여 역겨움3번 먹었는데 1번실패 2번째 성공 오늘 완전 대박 토할뻔오래된 또는 잘못된 재료는 팔지 말아야 하는거 아닌가요 산정 사장님,1.0
28478898,민일홍동백참솔,2019.05.17.,,5.0
28478898,jamon,2019.04.04.,,3.0
28478898,parkfeel,2019.04.02.,인생갈비탕,5.0
28478898,박현혜,2017.09.06.,찜,4.0
20535752,깽,2019.07.25.,집앞이에요 늘 반반 시켜먹는데 맛있어요,5.0
28480348,져니,2021.12.15.,곱창대창특양구이까지 대만족이었어요 D비싸다고 생각했는데 먹어보니 그램수가 다른곳보다 좀 있는편이라 그런거 같아요선지도 굉장히 맛있고 좋았는데 다만 개인적으로 곱창구이를 먹을때 간장 소스를 좋아하는 편인데 된장소스랑 소금만 있어서 아쉬웠어요ㅠ파김치도 맛이 별로였습니다구이 퀄리티에 맞게 밑반찬이랑 소스들도 개선해주시면 더 좋을 것 같습니다,4.0
28480348,Best I Ever Had,2017.11.30.,그저그럼 비쌈,1.0
23221851,이승엽,2022.05.22.,정말 짬뽕 맛있습니다 오늘 에버랜드 갔다가 두번째로 가고 있습니다 기대됩니다,5.0
23221851,HaLo1985,2020.11.01.,맛있어요 최근엔 배달도 시작한 듯,5.0
23221851,Pig,2019.04.06.,정말 맛있네요 자주 가려구 합니다,5.0
23221851,박 상섭,2018.06.02.,개업시 맛좋음자주 갔는데언제 부터인가 맛정말 없어 다시는 안가게됨특히 짜장 0점,1.0
20748564,강병주,2022.12.26.,맛도 양도 모두 달라졌다이제부터 양념갈비 뜯을란다,1.0
20748564,16,2022.10.23.,서비스 최악 음식 덜 나온거 확인도 안하고 말하니까 죄송하단 말도 안하네요,1.0
20748564,내돈내산,2022.10.03.,괜츈,4.0
20748564,나비,2022.09.13.,맛없어요,1.0
20748564,자이언A,2022.07.16.,역대 최악의 식당샐러드는 정말 성의없고 파스타는 역대급으로 맛없음,1.0
20748564,다운시프트,2022.06.12.,미국산 소고기가 아웃백에 등장했네ㅎ몇몇 스테이크 말고는 죄다 미국산으로정통호주를 지향하고 호주산쇠고기라 믿음이 갔는데bhc가 인수하면서 원가절감하는건가ㅎ별로 인가고싶네,1.0
20748564,손동균,2022.03.27.,,4.0
20748564,LP,2022.03.24.,고양시 최고의 아웃백을 선택하라면저는 원마운트점을 선택하고싶습니다훌륭한 음식 퀄리티 좋은 서비스매번 만족하면서 식사하고갑니다,5.0
20748564,내돈내산,2021.10.27.,오늘 아내 생일이라 빨리퇴근하고 연애할 때 특별하던날 가던 아웃백을 찾았습니다연애할땐 비싸서 못 먹던 토마호크도 먹고 너무 좋았는데 조이 직원분께서 저희가 하는 대화를 듣고 이렇게 생일축하한다는 손편지를 써주셨어요 친절한 말투와 선한 마음씨 센스와 최고의 서비스 덕분에 감동 받았습니다어느 서비스직에서도 받아 본적 없는 서비스와 감동이었네요 ㅠㅠ    맛있는 음식도 좋았지만 이 작은 편지 덕분에 아내와 저 모두 더 큰 행복과 감동을 받았습니다 저도 본사 서비스직에서 오래일했었는데 가장바빠 힘든 시간대에 이런 최고의 센스와 서비스가 나오다니요감동ㅠㅠ코로나19로 힘든시기인데 힘나게 해주셔서 감사하고 앞으로도 조이 직원분의 성장과 발전에 응원하고 싶습니다 너무 너무 감사합니다,5.0
20748564,황현규,2021.09.02.,,5.0
20748564,ㅇ,2021.08.27.,직원분이 친절하셔서 할인혜택도 많이 받고 식사도 잘 하고 왔네요 맛있어요,5.0
20748564,햇님,2021.07.14.,맛 괜찮다 친절도는 서버마다 다르다 빵 포장이 1인1빵이라 사라진 인심에 슬펐다,4.0
20748564,맛있구나,2021.07.06.,다른 지점보다도 더 친절하다 사람은 항상 많다 투움바 파스타 아웃백스페셜 서로인 스테이크 짐붐바 스테이크 텐더치킨 샐러드 코코넛 쉬림프 통감자 사이드디쉬 맛있어서 추가,4.0
20748564,ㅁㅈ,2021.03.16.,매번 여기 아웃백만 갑니다 다들친절한건 물론이고 음식에서 이물질이나왔는데 잘 대응해주신거같아요,5.0
20748564,빨간맛,2021.03.06.,서비스가 옛날 아웃백이 아니네요 ㅠㅠ주문할때 스테이크 시키라고 너무 푸쉬하고 메뉴나오기전에 물도 안갖다줘요ㅜㅜ물달라고 하면 1잔만 줘도 되냐고 물어보구,2.0
20748564,hoon,2021.01.10.,직원분들이 너무 친절하십니다 맛있는 음식과 즐겁게 식사 하고 가요 감사합니다,5.0
20748564,카카오8년투자후익절,2020.12.23.,무난했어요,4.0
20748564,한송이,2020.11.09.,직원들 너무 느리고 손님들한테 무관심해요 몇번을불러야하는지 할인정책도 제대로 모르고있고 다신 안갑니다,1.0
20748564,00z,2020.10.27.,너무 친절하고 맛도 있었어요소스 주문했는데 품절이여서 아쉬웠는데센스있게 다른 소스 주시는 서비스깨끗하고 맛있어서 좋았습니다,5.0
20748564,슈미,2020.10.17.,존맛 ㅠ,5.0
20748564,liudefu,2020.09.01.,,5.0
20748564,이옵티의 미식나들이,2020.01.18.,오랜만에갔는데 역시 정통 프렌차이즈 패밀리레스토렁,4.0
20748564,커피가조아,2020.01.06.,완전친절해요,5.0
20748564,장항동대두독수리,2019.04.14.,토마호크 스테이크 최고입니다,5.0
20748564,신준식특공201,2016.03.20.,,3.0
28504741,savor,2023.01.05.,흠 설렁탕 집은 김치랑 석박지가 생명인데 별 맛도 없이 덜 익고 만원짜리 설렁탕에 종이장같이 얇은 고기 조금 이게 맞나,2.0
28504741,Never mind i aint,2022.10.21.,맛은 괜츈가격 ㄷㄷ,3.0
28504741,ㅇㄷㅅ,2022.10.14.,맛은 있는데 양과 가격이 비싸네요,4.0
28504741,둥당둥당,2022.08.15.,갈비탕설렁탕만두 먹을만한데 김치가 맛깔나진않아요ㅠ얼마전엔 냉면 먹었는데 잔뜩 뭉쳐있고 면이 입안에서 다글다글했어요 냉면은 안먹는걸로,3.0
28504741,키에라,2022.08.07.,설렁탕과 만두는 정말 맛있습니다 갈비탕도 맛있다고 하네요 육개장은 좀 별로 입니다,3.0
28504741,hey,2022.01.12.,설렁탕 짱맛 김치 짱맛,5.0
28504741,일취월장,2021.11.30.,설렁탕 가격이 9500원으로 많이 올랐는데도 고기는 전보다 더 없네요   국물만 많아 건더기만 좀 먹다 말았음이러다 손님 끊깁니다질도 생각해 주세요,1.0
28504741,붕붕이,2021.10.27.,설렁탕 특으로 드세요도가니랑 스지를 넣어주는데이게 진짜 맛있움 ㅠㅠ,4.0
28504741,Song juhyun,2021.08.19.,맛도 맛인데 그건 둘째치고 종업원 태도가 0점입니다들어갈때 마감시간 고지도 안해주고 일행 곧온다고 오면 주문하겠다고 했는데 주문 안하냐고 23번 물어보고 먹고있는데 마감시간 다됬다고 하고 참 불편했습니다,1.0
28504741,탐방,2021.08.12.,여기때문에 장기동으로 이사할까 생각중,5.0
28504741,나욘냥,2021.08.07.,물비냉 넘 안익어서 질기다 했더니 여긴 원래 그렇다하고 다시 해준다할거면 2개다 해준다해야지 하나만 다시 해준다는건 뭥미다 남기고 나옴 별 1개도 아까움,1.0
28504741,하연아빠,2021.05.21.,,4.0
28504741,June,2021.04.09.,나쁘지 않은 가성비 좋은 맛 근데 김치가 너무 달아서 맛 없음,4.0
28504741,keunwkim,2021.01.04.,국물도 안 진하고 설렁탕도 문제지만 도가니탕 시켜보고 화가 나서 뒤집을뻔했다도가니 낚시 해서 두세점 나머진 왠 뼈다구에 붙은 도가닌지정량 그램 달아 준다는데 그 뼈다구 두점 무게가 3분지 2는 되겠네요,1.0
28504741,하루살이,2020.12.24.,오잉 맛잇는데 평점이 낮네용 설렁탕 호로록 먹기 좋아요 특히 깍두기도 넘 맛남요 수제만두도 큼직 따뜻한 국물 생각날때 종종 찾아가는곳,5.0
28504741,서혜원,2020.02.27.,홀에 5시 넘어서부터 있는 남자알바생이 너무 귀여워요 ㅎㅎ 맛은 그냥 그 맛이에요,3.0
28504741,홍요한,2019.12.21.,설렁탕이 7900원 세일이라는데 맛이 맹하네요,1.0
28504741,혀,2019.10.25.,1025일 새벽 03시  아주머니 두분 무척 친절하심살렁탕 세일중이라 가성비좋았음가게내부 굉장히 청결들어갈때 손씻는곳 좋음,5.0
28504741,지금은 효도할때,2019.10.15.,정말 개차반 포장 자주하는편인데언젠가 부터 김치에 배추가 안보인다언잰가 보니 먹던 항아리 맨 밑 찌꺼기를비닐봉투에 담던데그걸 포장 김치에 싸준다몇번 실망한터라 오늘은 체면 무릎쓰고김치좀 먹을만한거로 싸달라고 하니원래안주는데 주는거라며 찌꺼기 비닐을 내민다너무 몰상식한 종업원 태도에나가다 다시돌아와 카운터에 찌꺼기 비닐 돌려 주고 나왔다에지간히해라 정말 손님 금방 떨어진다,1.0
28504741,H2,2018.05.15.,,4.0
25323780,,2022.07.29.,사장님의 자부심이 느껴지는 곳두 내외분이 하시는 곳이라 사람 많을땐나오는게 시간이 좀 걸리지만고기 질도 좋고 알려주신 방법대로 먹으니너무 맛있습니다,5.0
25323780,A Href,2022.05.30.,경기북부권에서 고기를 가장 잘하는집입니다 주인장의 솜씨가 묻어나는 고기는 육즙이 철철 넘치고 참숯불은 쉬지않고 타오르며 된장찌개는 사무치게 맛있는 최고의 집 ,5.0
25323780,전해인,2022.05.30.,존맛탱 먹어본 돼지갈비중에 젤 맛있음된장찌개도 진하고 맛남,5.0
25323780,인천아재,2018.12.02.,왕갈비 17000원양 많아요밑반찬은 맛있는데 종류가 거의 없다고 봐야,4.0
15568891,참새,2023.01.24.,먹는 양이 적어서 많이 못 시키지만늘 맛나게 먹고 감니다싱거울수록 더 좋아 하는 편이라서제가 먹은 짬뽕은 늘 안짜고 맛있었습니다모두들 친절 하시고 깨끗해서 부담 없이찾는 곳 입니다 번창하셔요,5.0
15568891,,2022.12.11.,가성비 최고,5.0
15568891,지수현,2022.08.08.,너무짜고 해물은신선하지않고 최악입니다,1.0
15568891,전형준,2021.11.20.,탕수육은 좀,3.0
15568891,김우준,2021.06.01.,탕수육에서 비린내가 나요,1.0
15568891,원티드,2021.05.02.,솔직히 말할게요 가격이 착하기는 합니다 그런데 인간적으로 어떻게 중국집 짜장면이 끓여먹는 짜파게티 보다 맛없으면 어떻게 먹나요,1.0
15568891,어화둥둥,2021.01.30.,주방분들 마스크랑 모자좀 쓰세요,1.0
15568891,카맵맛집레이더,2020.10.01.,짜장면은 딱 2900원 맛이네요 탕수육은 비린맛 나서 일부 취소했네요ㅠ 매장 브금으로 20002010년대 댄스곡 계속 나오는것도 부담쓰,2.0
15568891,맛난거조아,2020.08.28.,가성비 좋은 짜장면 맛집2900원이라 크게 기대 안했는데 맛있음군만두 꽃빵튀김도 괜찮,5.0
15568891,불기둥,2019.10.11.,짜장면매니아로써맛은딱가격만큼함저렴해서돈아깝진않음,3.0
15568891,김준성,2019.07.24.,가격 맛 서비스까지 못난점 하나없는 음식점 아주 맛있는건 아니라서 아쉽지만 가격을 보면 감탄밖에 안나온다 다른 중국집에선 탕수육 돼지 잡내도 못잡는게 일상인데 찹쌀이 들어간 쫀득쫀득한 식감의 탕수육은 정말 내 취향이었다소화가 조금 안되긴했다,4.0
15568891,하태욱,2018.11.07.,난 원래 짜장을 좋아하는데그래도 짜장이냐 짬뽕이냐를 고민하다가짜장을 시켰다오후에 배고플까봐 고빼기에꽃빵 추가꽃빵 처음 먹어보는지라 호기심 반으로 기다리는 중에반질반질한 빵 네게와 연유같은 소스가 나왔다이도 안들어가게 딱딱하면 어쩌나 하며 젖가락을  찔렀더니 폭 들어가네 바삭한 겉면에 속은 되게 부드러운거다같이나온 소스를 바르듯 찍어먹으니 맛이있다그러고 있는데 짜장이 나왔다한손엔 빵을 들고 다른한손으로 짜장을 비비는데채썰은 고기가 듬뿍이다짜장먹을때마다 아쉽던 고기가콩처럼 몇개가 아니라채로 한줌흐믓한  마음에 한젖가락 입에 물었더니장까지 맛있다ㅎㅎ짜거나 느끼하지 않고구수한맛이 반갑더라면 또한 고무줄 같은 면이 아니고 부드러운식감이 좋았다이런땐 내가 뚱땡이가 아닌걸 아쉬워하며 생각한다다음엔 짬뽕에 탕수육고량주를 함께해보리라,5.0
15568891,박영준,2018.06.28.,짬뽕이 아주 맛있었음그리고 사이드메뉴인 연유에 찍어먹는 꽃빵튀김아주 맛있었어요,5.0
15568891,누구냐 넌,2018.04.01.,연하다고 하까,1.0
15568891,긍정의 힘,2017.12.08.,짬뽕먹었는데 국물이 미리 끓여놓은듯 채소가 흐믈흐믈 그닥,2.0
15568565,솔직,2021.12.21.,가성비 좋아요,5.0
15568565,헬로우,2021.10.26.,언뜻 보면 평범해 보이는 작은 국밥집인데 가성비 좋음 황태국밥 좋음 비빔밥도 좋음,4.0
15568565,김혁진,2018.07.19.,가격도 저렴한 편이고 찬이 맛있어요 김치콩나물이 제 페이보릿 메뉴오징어 들어가서 왕핵맛 ㅠㅠ,5.0
15568565,PhDLeeCH,2017.02.10.,,4.0
20551174,솔직한맛도리탐지기,2022.07.27.,방문식사 5번이상 포장식사 1회 저렴하니 항시 사람많고 물고기 소비가 빠르니 신선한 회 먹을 수 있는게 장점신선하니 맛있음  단점은 사람이 많으면 대부분 술 적시는 테이블이니 시끄럽다,4.0
20551174,하율우,2021.02.15.,가성비 이만한 집 흔치 않습니다,4.0
20551174,사랑한다,2020.08.18.,드디어 가을 전어철 새우철이 돌아왔네요가을이면 전어랑 새우먹으로 항상 찾아가는 맛집 싱싱한 전어회 새우를 맛있게 먹을 수 있고 밑반찬으로 나오는 미역국 옥수수콘 꽁치도 넘나 맛있어요 짱 추전합니다,5.0
20551174,  ,2020.08.16.,직원이 굉장히 띠꺼운 표정으로 주문을 받고 태도가 불성실했어요 기분 엄청 나쁘네요,1.0
20551174,y,2020.01.10.,대방어회 서더리탕 먹었어요 맛있었습니다,4.0
20142386,쉬운 남자     ,2022.07.08.,냉짬뽕 먹었는데불맛인줄 알았는데향이 너무 진함탄 양념이 나오더라고요불맛 노 탄맛검은 색의  가루들과 조금 큰,2.0
20142386,박형준,2022.05.23.,볶음밥을 시켰는데 거의 소금 범벅으로 계란을 조리하셨나봐요 어찌 먹긴 했는데 진짜 너무 짜서 두번은 안 갈 것 같습니다,1.0
20142386,천재,2022.05.18.,,5.0
20142386,조영재,2021.08.20.,평일 12시 손님 많음삼성짬뽕 11000원해물량에 비해서는 비쌈재방문 의사 없음,3.0
20142386,슈뚱,2021.08.09.,탕수육 아무리 소짜라지만 10개언저리 그래도 치킨값인데,1.0
20142386,이영돈,2021.05.27.,볶음짬뽕,5.0
20142386,지니,2020.10.10.,토요일 4시쯤 가봤는데 사람이 없다 느낌이쎄했다 사천탕수육과 고기짬뽕2개 셋트와 철판짜장곱배기를 시켰는데 철판곱빼기 천원 추가 사천탕수육2천원추가 고기짬뽕 2천원추가 총 5천원 추가란다 사천탕수육 색깔만 벌것지 튀김은 퍽퍽하고 뭔맛인지를 모르겠다  고기짬뽕은 고명으로 올라간 고기에서 이상한 냄새가 나서 역했다 철판짜장에서는 쇠맛이 나는 놀라움을 맛봤다 가게입구에 흡연실이 있어서 담배연기가 그대로 가게내로 들어온다 주말인데도 사람이 없는 이유를 알듯하다,1.0
20142386,YAMAHA 앵두,2019.04.28.,시간이 없어 미리 전화주문해도 가서 주문하는거 하고 차이가 없다 게다가 철판짜장 두개를 주문했는데 보통으로 주문서를 끊어 식탁에 당당히 놓아준다 쫌더 친절했으면,1.0
20142386,김재형,2019.02.25.,제법 괜찮아요,3.0
20142386,Ben,2018.08.17.,철판짜장처음 봄짜장은 그냥 짜장맛콩국수는 국물이 진국 좋음,3.0
20142386,703647,2018.06.16.,,5.0
15640547,미식가,2021.06.19.,아실망스러운 국물맛빈약한 고기양김치도 세조각 주네요,1.0
15640547,ellie,2021.04.25.,존맛탱 왜 이제 알았나 후회중ㅠㅠㅠ,5.0
15640547,동탄맘,2021.02.05.,뜻밖의 맛집 잘먹었습니다,5.0
15640547,김기사,2020.03.22.,부산인의 소울푸드 타지생활 힘든데 고향맛을 느낄수 있는곳이라 가끔 들르는 곳,5.0
15640547,다니엘,2018.10.20.,,5.0
28485700,tt,2021.09.29.,친절하구 깔끔해요,5.0
28485700,이재원,2018.10.08.,친절하시고 깔끔하고 좋습니다,5.0
28485700,김재우,2018.02.01.,아주머님도 친절하시고 기분탓인지 모르겠지만 양도 다른 곳보다 푸짐한 것 같아요 아들이 순식간에 한그릇 뚝딱했어요,5.0
20548262,곽태정 ,2022.03.05.,친절하시고 맛있어요,5.0
20548262,강일순,2021.05.12.,너무너무 맛있어요 감사합니다,5.0
20548262,김석겸,2020.11.04.,맛과 친절 최고사장님이 직접 배달하시는듯신뢰짱,5.0
20551252,예s,2022.06.17.,,5.0
20551252,송창근,2022.06.08.,회덮밥 강추합니다,5.0
20551252,bloo,2022.05.09.,친절하심 깔끔한 맛,5.0
20551252,10101,2021.09.26.,,5.0
20551252,호갱,2021.06.05.,모듬초밥 기본도 모든 재료가 탱탱하니 정말 맛있습니다,5.0
20551252,잠든건,2020.05.02.,작지만 아담하고 쾌적한 가게 깔끔하고 심플한 플레이팅 경기지역 화폐 가입 매장,5.0
20551252,깡,2019.07.08.,맛있어요,5.0
28477951,호잇,2022.09.27.,항상 가는 맛집 번창하세요,5.0
28477951,양희섭,2022.09.05.,조마루 찜은 미추합니다전분만 엄청많고 살이 없어요뼈찜,1.0
20403379,오세열,2016.05.10.,,5.0
15537439,,2023.01.22.,,5.0
15537439,ㅅㅊ,2022.09.09.,,5.0
15560188,홍종규,2022.03.04.,누룽지치즈콘닭만 먹었는데 맛있네요 치즈랑 밑에 눌러붙은 누룽지 강추,5.0
20267642,하이,2022.08.07.,진짜 행복마을인가,5.0
20667169,KH KANG,2022.11.15.,,3.0
20667169,2key,2022.11.08.,그맛 그대로 ,5.0
20667169,은근히 한근희,2022.09.02.,모든 돈까쓰짱 냉모밀짱,5.0
20667169,우바수바,2022.07.02.,등심이랑 치즈카츠 먹었는데 맛있었어요 치즈카츠 위에 치즈랑 야채랑 같이 올려주는데 옛날돈가스같고 좋네요 어릴때 먹었던 치즈돈가스 같아서 추억에 젖었네요 사장님들도 친절하고 음식도 너무 맛있었어요,4.0
20667169,ㅍㅍ,2022.06.27.,돈까스도작은데 비쌈,1.0
20667169,휴먼,2022.01.19.,괜찮음,4.0
20667169,거짓없는후기,2022.01.03.,친절하구 맛있어요 ㅎㅎ 포장해서 먹었는데 방문해서 먹어보고 싶다는 생각이 들어요 재방문 예정쓰,5.0
20667169,피아노,2021.05.20.,치즈 돈까스가 여러분들이 생각하시는 그런 돈까스가 아니라 등심까츠위애 치즈랑 야채를 뿌린 거에요 처음에는 약간 당황했지만 먹으니까 정말 맛있었습니다 약간 비싼감이 있긴합니다,4.0
20667169,우왕,2019.06.12.,맛있음 성대에 이만한데가 별로 없어서 매번 가게 되는 것 같아요 한상 잘 챙겨먹는 느낌 등심 안심 치즈돈까스 맛있습니다 치즈돈까스는 피자소스가 얹어져있어서 더 맛남,5.0
20667169,좋은아침,2019.01.27.,안심돈가스는느끼하지 않고무던했어요알밥단무지깍두기도음식만으로는35겨울인데찬물 주시는 것까지는그러려니요컵이 더럽네요그냥 냅킨으로닦고 먹을까하다가물은 안 마셨어요서빙하시는 분의앞치마도 더럽고사장님보시면조금만 더 깔끔하게해주시면또가보께요,3.0
20667169,만찐두빵,2018.07.05.,,3.0
23245141,날마다,2022.12.02.,맨탕추어탕 ㅠ,1.0
23245141,tsyoon,2022.10.11.,,5.0
23245141,이다현,2020.03.26.,,5.0
23245141,도랑태,2016.04.10.,8추어탕 전문아침마다 주방에서 직접 탕을 끓이며 주문과 동시에 돌솥밥을 짓기 때문에 약 15분 소요내 고향에서 추어탕에 꼭 들어가는 진짜 젠피초피를 맛 볼 수 있는 곳수제 돈까스도 있다07075849650,4.0
28487494,진,2021.06.20.,청국장 건더기적고 짜기만 해 ㅠ,1.0
20232531,김,2022.12.22.,죽먹으러갔는데 무슨죽이 매장에서 먹는거도안되고 포장도 안되고 배달만하신다는건지 ㅋㅋㅋㅋㅋ 이럴꺼면 매장이 왜 있는지 이해할수없네요,1.0
20232531,raina,2019.07.19.,친절해용,5.0
20232531,변영국,2018.09.26.,넘넘잘해주셔서 항상 맛있게 먹고있어요,5.0
20232531,정영석,2018.08.16.,사장이 관리를 안하는듯최악이네요시킨지 30분이나 넘은후에 음식나오구 가게에서 먹구 가겠다했는데 포장해주고 어이가 없어서 들고나왔음일하는 넘들도 싸가지없음,1.0
20232531,young,2017.12.05.,요기요 앱에서 지역확인 후에 배달비 추가하면 배달도 가능하다는 글을 보고 전화배달도 되려나해서 전화로 배달되냐고 물어봤더니 본죽은 배달 자체가 없어요 하고 바로 끊어버리시네요 제가 두세번 전화한 것도 아니고 배달해서 드신 분들 글 보고 혹시나해서 전화한건데 아픈 와중에 굉장히 기분이 나쁘네요,1.0
