일련번호,시도명,시군구명,대피지구명,대피장소명,주소,수용가능인원수,대피소 분류명,해변으로부터거리,내진적용여부,해발높이,경도,위도
170,강원도,동해시,망상지구,해군전적비,강원도 동해시 망상동 396-40,3000,공터,290,,17,129.08466150,37.59391000
171,강원도,동해시,"묵호,발한지구",논골도로,강원도 동해시 묵호진동 102-9,200,도로변,250,,29,129.11627070,37.55412600
172,강원도,동해시,"묵호,발한지구",묵호대교,강원도 동해시 발한동 80-303,300,도로변,300,,22,129.11097900,37.54144700
173,강원도,동해시,"묵호,발한지구",산제골도로,강원도 동해시 묵호진동 78-60,200,도로변,250,,30,129.11374700,37.55354300
195,강원도,삼척시,궁촌지구,공양왕릉,강원도 삼척시 근덕면 궁촌리 178,100,공터,536,,55,129.26635600,37.32613200
196,강원도,삼척시,궁촌지구,궁촌침례교회앞공터,강원도 삼척시 근덕면 궁촌리 393,100,공터,398,,32,129.26510900,37.32134600
197,강원도,삼척시,궁촌지구,금메달주유소뒷산,강원도 삼척시 근덕면 매원리 35-4,100,공터,650,,43,129.27140000,37.31666100
198,강원도,삼척시,노실지구,노실분교운동장,강원도 삼척시 원덕읍 노곡리 142-2,200,학교운동장,326,,25,129.34163200,37.20236500
199,강원도,삼척시,덕산지구,노인요양원앞공터,강원도 삼척시 근덕면 덕산리 36,100,공터,1150,,54,129.24698300,37.37856500
200,강원도,삼척시,덕산지구,솔바람민박앞공터,강원도 삼척시 근덕면 덕산리 291,150,공터,800,,19,129.24234300,37.38113400
213,강원도,삼척시,임원지구,남화산공원,강원도 삼척시 원덕읍 임원리 44,100,공터,835,,60,129.34740600,37.23137000
214,강원도,삼척시,임원지구,임원국도옆공터,강원도 삼척시 원덕읍 임원리 165,100,공터,435,,45,129.34168100,37.23073900
215,강원도,삼척시,임원지구,임원마을회관옆공터,강원도 삼척시 원덕읍 임원리 1208-52,150,공터,335,,35,129.34553800,37.23388700
216,강원도,삼척시,작진지구,작진마을진입공터,강원도 삼척시 원덕읍 노곡리 473-1,200,공터,287,,30,129.33717000,37.19627000
217,강원도,삼척시,장호지구,장호마을주차장,강원도 삼척시 근덕면 장호리 54-2,150,공터,511,,25,129.31871000,37.28517600
218,강원도,삼척시,장호지구,장호중학교뒤공터,강원도 삼척시 근덕면 장호리 201,200,공터,608,,30,129.31154300,37.28388100
219,강원도,삼척시,정라지구,감로사앞공터,강원도 삼척시 정상동 3-1,100,공터,368,,38,129.18381300,37.44060500
191,강원도,동해시,추암지구,하수종말처리장,강원도 동해시 구미동 산5-9,100,도로변,500,,31,129.14340190,37.49050500
192,강원도,동해시,추암지구,할미바위 옆 쉼터,강원도 동해시 구미동 산5-1,200,공터,400,,15,129.14544580,37.49077900
193,강원도,삼척시,갈남지구,갈남마을회관뒤공터,강원도 삼척시 원덕읍 갈남리 13-2,100,공터,391,,30,129.32605800,37.27810000
194,강원도,삼척시,갈남지구,갈남전망대,강원도 삼척시 원덕읍 갈남리 104-24,100,도로변,385,,32,129.32287200,37.28113700
231,강원도,삼척시,호산지구,원덕파출소뒤공터,강원도 삼척시 원덕읍 호산리 277,325,공터,300,,20,129.33845400,37.17494500
203,강원도,삼척시,신남지구,돌기해삼배양장,강원도 삼척시 원덕읍 갈남리 456-1,100,공터,321,,21,129.32346600,37.26589900
204,강원도,삼척시,신남지구,어촌민속전시관공원내,강원도 삼척시 원덕읍 갈남리 301,100,공터,351,,35,129.32722300,37.26804600
205,강원도,삼척시,오분지구,남초교뒷산,강원도 삼척시 오분동 산 55,80,공터,480,,41,129.18765900,37.42612500
206,강원도,삼척시,오분지구,오분마을회관뒤공터,강원도 삼척시 오분동 산 14-4,90,공터,460,,32,129.18959500,37.42776800
207,강원도,삼척시,오분지구,오분파출소뒷편,강원도 삼척시 오분동 228-5,80,공터,257,,39,129.18862000,37.43055000
208,강원도,삼척시,용화지구,성황당옆대로,강원도 삼척시 근덕면 용화리 298-1,100,도로변,615,,31,129.29819800,37.28868000
209,강원도,삼척시,용화지구,장호용화랜드앞공터,강원도 삼척시 근덕면 장호리 318-1,200,공터,548,,39,129.30859800,37.28688300
210,강원도,삼척시,용화지구,해망정공터,강원도 삼척시 근덕면 용화리 192-2,100,공터,175,,37,129.30344300,37.28853200
211,강원도,삼척시,용화지구,해상로프웨이,강원도 삼척시 근덕면 용화리 6,200,공공건축물,150,1등급,30,129.30821800,37.28912400
212,강원도,삼척시,월천지구,마을공터,강원도 삼척시 원덕읍 월천리 106,200,공터,377,,41,129.35545900,37.15661900
221,강원도,삼척시,정라지구,조각공원뒷산,강원도 삼척시 교동 85-2,100,공터,247,,27,129.18464800,37.45656000
222,강원도,삼척시,정라지구,척추동해비,강원도 삼척시 정상동 82-1,100,공터,508,,34,129.18448200,37.43559100
223,강원도,삼척시,증산지구,심심사앞공터,강원도 삼척시 교동 증산동 63,50,공터,164,,20,129.16106400,37.47300100
224,강원도,삼척시,증산지구,쏠비치주차장 1,강원도 삼척시 증산동 172,200,도로변,437,,40,129.16475900,37.47210100
225,강원도,삼척시,증산지구,이사부공원공터,강원도 삼척시 교동 증산동 1,200,공터,344,,32,129.15903200,37.47555900
226,강원도,삼척시,초곡지구,초곡마을입구,강원도 삼척시 근덕면 초곡리 406-11,100,공터,450,,16,129.28480400,37.31062000
227,강원도,삼척시,초곡지구,황영조기념관앞공터,강원도 삼척시 근덕면 초곡리 51,200,공터,463,,30,129.29473200,37.30736300
228,강원도,삼척시,하맹방지구,천주교 근처 공터,강원도 삼척시 근덕면 교가리 692-18,300,공터,830,,38,129.22253900,37.38010900
229,강원도,삼척시,하맹방지구,삼림욕장공터,강원도 삼척시 근덕면 하맹방리 221-7,300,공터,100,,15,129.22790800,37.39222800
230,강원도,삼척시,호산지구,빗물펌프장뒤공터,강원도 삼척시 원덕읍 호산리 299-7,200,도로변,473,,18,129.34284200,37.17348200
233,강원도,삼척시,후진지구,삼척MBC앞공터,강원도 삼척시 교동 갈천동 111,150,공터,261,,30,129.16311900,37.46338800
234,강원도,삼척시,후진지구,이사부사자공원뒷산,강원도 삼척시 증산동 1,150,공터,575,,37,129.15965100,37.47572600
235,강원도,삼척시,후진지구,쏠비치주차장 2,강원도 삼척시 갈천동 225,200,공터,580,,40,129.16374800,37.47126600
236,강원도,속초시,교동지구,설악중학교운동장,강원도 속초시 교동 780-5,2400,학교운동장,1200,,40,128.57843800,38.20668800
237,강원도,속초시,교동지구,속초교육문화관,강원도 속초시 금호동 488-2,220,공터,590,,34,128.58596800,38.20645800
238,강원도,속초시,교동지구,청학연립주차장고지대,강원도 속초시 교동 486-184,710,공터,350,,30,128.58497900,38.20319000
239,강원도,속초시,금호지구,(구)측후소고지대,강원도 속초시 금호동 469-41,500,공터,190,,30,128.59120000,38.20667300
240,강원도,속초시,금호지구,속초해랑중학교,강원도 속초시 금호동 625-37,1500,학교운동장,770,,32,128.58473900,38.20706400
241,강원도,속초시,금호지구,시청주차장고지대,강원도 속초시 금호동 469-1,200,공터,160,,22,128.59112800,38.20702100
242,강원도,속초시,노학지구,속초여자고등학교운동장,강원도 속초시 교동 802-1,2000,학교운동장,1230,,31,128.56800600,38.19976100
243,강원도,속초시,노학지구,아남프라자,강원도 속초시 교동 737-7,1800,민간건축물,460,1등급,50,128.57756700,38.19727500
220,강원도,삼척시,정라지구,정라마을회관뒤공터,강원도 삼척시 정하동 산 3-4,100,공터,548,,76,129.18737400,37.44232200
252,강원도,속초시,영랑지구,중앙공원고지대,강원도 속초시 속초시 동명동 산 51,3100,공터,580,,25,128.58508300,38.21527100
253,강원도,속초시,장사지구(속초),속초고등학교운동장,강원도 속초시 속초시 장사동 460,2670,학교운동장,460,,20,128.58369900,38.22571900
254,강원도,속초시,장사지구(속초),우림연립고지대,강원도 속초시 속초시 장사동 518-7,200,공터,380,,18,128.58519000,38.22650400
255,강원도,속초시,장사지구(속초),해경충혼탑고지대,강원도 속초시 속초시 장사동 482-3,300,공터,50,,41,128.58619300,38.22789300
256,강원도,속초시,조양지구,선사유적지고지대,강원도 속초시 속초시 조양동 산 142-8,1900,공터,460,,36,128.57095300,38.19019100
257,강원도,속초시,조양지구,설악고등학교운동장,강원도 속초시 속초시 조양동 589-7,3000,학교운동장,1150,,60,128.57341100,38.18552100
258,강원도,속초시,청호2지구,조양초등학교,강원도 속초시 속초시 동해대로 3965,1500,학교운동장,510,,11,128.59806600,38.18862900
259,강원도,속초시,청호1지구,금강대교,강원도 속초시 청호동 금강대교,500,도로변,160,,24,128.59360000,38.20490000
260,강원도,속초시,청호1지구,설악대교,강원도 속초시 청호동 설악대교,300,도로변,190,,24,128.59360500,38.20107100
261,강원도,속초시,청호2지구,이마트,강원도 속초시 청호동 459-134,500,민간건축물,520,1등급,24,128.59578600,38.19123800
232,강원도,삼척시,호산지구,호산항뒷산공터,강원도 삼척시 원덕읍 호산리 309,250,공터,350,,26,129.34153100,37.17480300
271,강원도,양양군,동산지구,동산리야산,강원도 양양군 현남면 동산리 58-1,100,공터,250,,25,128.75908500,37.98026500
272,강원도,양양군,동호지구,동호리공항도로,강원도 양양군 손양면 동호리 563-8,250,공터,500,,30,128.68250000,38.05138000
273,강원도,양양군,동호지구,동호리야산,강원도 양양군 손양면 산44,250,공터,250,,30,128.68222000,38.05527000
274,강원도,양양군,물치지구,물치리 야산,강원도 양양군 강현면 물치리 산12,300,공터,170,,15,128.60803900,38.15637100
275,강원도,양양군,설악지구,용호리 야산,강원도 양양군 강현면 용호리 산1-3,300,공터,100,,25,128.62035400,38.13425500
276,강원도,양양군,수산지구,수산리야산 1,강원도 양양군 손양면 산85-1,150,공터,200,,25,128.67277000,38.07638000
244,강원도,속초시,대포지구,내물치 뒷산 고지대,강원도 속초시 대포동 산 76-1,700,공터,110,,30,128.60557800,38.16871460
245,강원도,속초시,대포지구,대포초등학교운동장,강원도 속초시 대포동 350,800,학교운동장,140,,21,128.60380900,38.17378300
246,강원도,속초시,대포지구,할머니성황당고지대,강원도 속초시 대포동 대포항,1000,공터,90,,23,128.60465000,38.17142600
247,강원도,속초시,동명지구,동명성당고지대,강원도 속초시 동명동 333-3,500,공터,410,,39,128.59487700,38.21295300
248,강원도,속초시,동명지구,속초감리교회,강원도 속초시 동명동 338,1500,공터,450,,39,128.59401300,38.21234200
249,강원도,속초시,영랑지구,동명천주교회,강원도 속초시 동명동 332,180,공터,410,,39,128.59531400,38.21323400
250,강원도,속초시,영랑지구,양우아파트고지대,강원도 속초시 속초시 영랑동 157,300,공터,280,,21,128.59267200,38.21620000
251,강원도,속초시,영랑지구,영금공원고지대,강원도 속초시 속초시 영랑동 1-7,1670,공터,90,,38,128.59997500,38.21388000
266,강원도,양양군,낙산지구,전진리야산,강원도 양양군 강현면 전진리 산8-2,500,공터,150,,30,128.63022200,38.12265100
267,강원도,양양군,낙산지구,주청리야산,강원도 양양군 강현면 산6-1,500,공터,500,,20,128.62950300,38.11234200
268,강원도,양양군,남애지구,남애리 야산 1,강원도 양양군 현남면 남애리 1,200,공터,300,,30,128.78605200,37.94572300
269,강원도,양양군,남애지구,남애리 야산 2,강원도 양양군 현남면 남애리 1,200,공터,200,,25,128.78587600,37.94168200
270,강원도,양양군,남애지구,남애리 야산 3,강원도 양양군 현남면 남애리 1,200,공터,300,,25,128.78625800,37.94546200
281,강원도,양양군,"인구,광진지구",천주교야산,강원도 양양군 현남면 시변리 41-7,100,공터,300,,20,128.75965500,37.97041600
282,강원도,양양군,정암지구,정암리 야산,강원도 양양군 강현면 정암리 산64-2,200,공터,300,,20,128.61500000,38.13722000
283,강원도,양양군,"지경,원포지구",원포야산,강원도 양양군 현남면 산78,100,공터,300,,20,128.79333000,37.92666000
284,강원도,양양군,"지경,원포지구",지경야산,강원도 양양군 현남면 산 1,100,공터,500,,15,128.79888000,37.91694000
285,강원도,양양군,하광정지구,하광정리 야산,강원도 양양군 현북면 하광정리 산19,500,공터,350,,30,128.73000000,38.01722000
286,경상북도,포항시남구,강사1지구,벤트풀빌라 옆,경상북도 포항시 남구 호미곶면 강사리 212-1,50,공터,250,,18,129.57800600,36.03603700
287,경상북도,포항시남구,강사2지구,강사교회 앞 공터,경상북도 포항시 남구 호미곶면 강사리 437-4,64,공터,600,,19,129.57654000,36.04719900
288,경상북도,포항시남구,강사2지구,해송모텔 앞,경상북도 포항시 남구 호미곶면 강사리 756-5,11,공터,570,,18,129.57622100,36.05511900
289,경상북도,포항시남구,계원지구,세계원 횟집 앞,경상북도 포항시 남구 장기면 계원리 324,1011,공터,240,,14,129.52532800,35.86150100
290,경상북도,포항시남구,계원지구,등대회식당 버스승강장,경상북도 포항시 남구 장기면 계원리 26-3,1500,공터,278,,32,129.53004640,35.86825300
291,경상북도,포항시남구,구룡포지구,구룡포 초등학교 앞,경상북도 포항시 남구 구룡포읍 구룡포리 765-1,30,학교운동장,130,,8,129.55286710,35.98996000
292,경상북도,포항시남구,구룡포지구,구룡포중학교 앞,경상북도 포항시 남구 구룡포읍 구룡포리 199-47,30,학교운동장,260,,8,129.56699200,35.99063100
293,경상북도,포항시남구,구룡포지구,충혼탑 앞,경상북도 포항시 남구 구룡포읍 구룡포리 382-7,330,공터,100,,15,129.56080330,35.99110700
262,강원도,속초시,청호3지구,(구)대포정수장고지대,강원도 속초시 대포동 산 44,600,공터,580,,60,128.59995900,38.17910800
263,강원도,속초시,청호3지구,수질환경사업소고지대,강원도 속초시 대포동 552,630,공터,50,,18,128.60605700,38.18450700
264,강원도,속초시,청호3지구,조양감리교회고지대,강원도 속초시 조양동 1289-15,1000,공터,500,,25,128.60246700,38.18397100
265,강원도,양양군,기사문지구,기사문리철뚝,강원도 양양군 현북면 산54-2,300,공터,350,,25,128.73111000,38.00555000
298,경상북도,포항시남구,구평지구,건물 입구 공터,경상북도 포항시 남구 구룡포읍 구평리 112,89,공터,425,,26,129.53365400,35.94444600
299,경상북도,포항시남구,대동배지구,대동배1리마을뒷산,경상북도 포항시 남구 호미곶면 대동배리 359,77,공터,320,,23,129.53448820,36.05840300
300,경상북도,포항시남구,대동배지구,대동배1리보건진료소 앞,경상북도 포항시 남구 호미곶면 대동배리 420-3,80,공터,575,,13,129.53134200,36.05559100
301,경상북도,포항시남구,대동배지구,대동배2리마을 뒤,경상북도 포항시 남구 호미곶면 대동배리 산26-6,70,공터,400,,14,129.53726410,36.06574600
302,경상북도,포항시남구,대동배지구,대동배2리버스승강장앞,경상북도 포항시 남구 호미곶면 대동배리 48-2,50,공터,100,,23,129.54072020,36.06488000
303,경상북도,포항시남구,도구지구,동해초등학교 앞,경상북도 포항시 남구 동해면 도구리 670,267,학교운동장,535,,10,129.44063590,35.98822100
277,강원도,양양군,수산지구,수산리야산 2,강원도 양양군 손양면 전20-2,150,공터,200,,25,128.67472000,38.07333000
278,강원도,양양군,오산지구,오산리야산,강원도 양양군 손양면 오산리 23-17,500,공터,100,,25,128.66482300,38.08923500
279,강원도,양양군,"인구,광진지구",광진리야산,강원도 양양군 현남면 광진리 35,100,공터,100,,15,128.76804100,37.95933700
280,강원도,양양군,"인구,광진지구",인구야산,강원도 양양군 현남면 111,100,공터,300,,25,128.76530830,37.95220600
306,경상북도,포항시남구,모포지구,대진주유소 앞,경상북도 포항시 남구 장기면 대진리 87-3,58,공터,500,,14,129.51735400,35.92300700
307,경상북도,포항시남구,모포지구,모포초등학교 앞,경상북도 포항시 남구 장기면 모포리 94-2,50,학교운동장,470,,15,129.52302620,35.93445000
308,경상북도,포항시남구,발산지구,발산2리 마을뒤 공터,경상북도 포항시 남구 동해면 발산리 116-4,30,공터,200,,25,129.51913470,36.04500900
309,경상북도,포항시남구,발산지구,발산교회 옆 공터,경상북도 포항시남구 동해면 발산리 376-4,31,공터,390,,17,129.50753760,36.03335700
310,경상북도,포항시남구,병포지구,경북대수련원 앞 공터,경상북도 포항시남구 구룡포읍 하정리 31-3,50,공터,760,,15,129.55075520,35.97525600
311,경상북도,포항시남구,병포지구,"구, 포항과학기술고등학교 앞",경상북도 포항시남구 구룡포읍 병포리 139-1,50,학교운동장,160,,35,129.55091250,35.98320300
312,경상북도,포항시남구,삼정지구,MGM 그랜드모텔 앞,경상북도 포항시남구 구룡포읍 삼정리 485-3,400,공터,700,,18,129.56847300,36.00018500
313,경상북도,포항시남구,삼정지구,우리수산 앞,경상북도 포항시 남구 구룡포읍 석병리 904-2,400,공터,390,,28,129.57650600,36.01461800
314,경상북도,포항시남구,삼정지구,삼정2리 버스승강장 앞,경상북도 포항시남구 구룡포읍 삼정리 148-50,200,공터,1150,,12,129.57439060,36.00541900
294,경상북도,포항시남구,구룡포지구,해은사 앞,경상북도 포항시 남구 구룡포읍 구룡포리 94-14,400,공터,160,,12,129.56504570,35.99695200
295,경상북도,포항시남구,구룡포지구,한빛수산 입구 도로,경상북도 포항시 남구 구룡포읍 구룡포리 331-18,270,공터,260,,15,129.56536300,35.99469500
296,경상북도,포항시남구,구만지구,구만리 389-1 주변,경상북도 포항시 남구 호미곶면 구만리 389-1,185,공터,430,,28,129.55080836,36.08135600
297,경상북도,포항시남구,구만지구,호미곶팬션 앞,경상북도 포항시 남구 호미곶면 구만리 491-7,50,공터,500,,9,129.54803360,36.08461100
322,경상북도,포항시남구,신창지구,황제노래연습장 앞,경상북도 포항시남구 장기면 신창리 479-4,97,공터,300,,16,129.52665200,35.88522600
323,경상북도,포항시남구,양포지구,신창리 400-1앞 도로 옆 공터,경상북도 포항시남구 장기면 신창리 400-1,1800,공터,770,,23,129.52696100,35.88416700
324,경상북도,포항시남구,양포지구,양포초등학교 앞,경상북도 포항시남구 장기면 양포리 487-18,82,학교운동장,586,,9,129.51309800,35.87631000
325,경상북도,포항시남구,영암지구,영암리 버스승강장 앞,경상북도 포항시남구 장기면 영암리 101-2,265,공터,315,,13,129.52599940,35.90406700
326,경상북도,포항시남구,영암지구,백경오토캠핑장 앞,경상북도 포항시남구 장기면 영암리 344-2,265,학교운동장,420,,17,129.52541000,35.90975500
304,경상북도,포항시남구,두원지구,두원리 버스승강장 앞,경상북도 포항시 남구 장기면 두원리 523-15,100,공터,193,,6,129.51582800,35.84356000
305,경상북도,포항시남구,두원지구,두원주유소 앞,경상북도 포항시 남구 장기면 두원리 57-1,1500,공터,425,,19,129.51811400,35.84891000
340,경상북도,포항시남구,흥환지구,마산리 마을 뒤 공터,경상북도 포항시 남구 동해면 마산리 68-6,55,공터,275,,19,129.48929700,36.01545100
341,경상북도,포항시남구,흥환지구,마산리 버스승강장 앞 공터,경상북도 포항시 남구 동해면 마산리 69-5,50,공터,230,,22,129.48945400,36.01514300
327,경상북도,포항시남구,임곡지구,임곡1리 버스승강장 앞,경상북도 포항시 남구 동해면 임곡리 576-6,40,공터,200,,23,129.45740100,35.99417300
328,경상북도,포항시남구,임곡지구,청룡회관 입구,경상북도 포항시남구 동해면 임곡리 310-2,41,공터,540,,32,129.46122700,36.00021200
329,경상북도,포항시남구,입암지구,카페마레 옆 공터,경상북도 포항시남구 동해면 입암리 652-2,21,공터,220,,20,129.46684470,36.00738400
330,경상북도,포항시남구,입암지구,입암2리마을회관 앞 공터,경상북도 포항시남구 동해면 입암리 425-1,20,공터,180,,15,129.47694780,36.01327800
331,경상북도,포항시남구,청림지구,청림초등학교 앞,경상북도 포항시남구 청림동 934-6,500,학교운동장,2100,,9,129.40428590,35.99441500
315,경상북도,포항시남구,삼정지구,포스코수련원 앞,경상북도 포항시남구 구룡포읍 삼정리 95-3,80,공터,390,,11,129.57654080,36.00939700
316,경상북도,포항시남구,석병지구,구룡포청소년회관 앞,경상북도 포항시남구 구룡포읍 석병리 250,60,공터,670,,43,129.57412000,36.02932500
317,경상북도,포항시남구,석병지구,대성수산 입구 앞,경상북도 포항시남구 구룡포읍 석병리 20-1,179,공터,500,,18,129.57914410,36.03133000
318,경상북도,포항시남구,석병지구,석병교회 옆,경상북도 포항시남구 구룡포읍 석병리 640-2,130,공터,670,,29,129.57743100,36.02115600
319,경상북도,포항시남구,송도2지구,송도초등학교,경상북도 포항시남구 송도동 311-285,500,학교운동장,540,,6,129.37990200,36.03370500
320,경상북도,포항시남구,신창지구,부산돼지국밥 옆,경상북도 포항시남구 장기면 신창리 237-2,70,공터,200,,10,129.52323200,35.89241800
321,경상북도,포항시남구,신창지구,신창리 산15-1 공터,경상북도 포항시남구 장기면 신창리 66-2,179,공터,215,,35,129.52596970,35.90109700
350,경상북도,포항시북구,방석지구,조사리버스승강장 앞,경상북도 포항시 북구 송라면 조사리 71-12,293,공터,260,,13,129.38448000,36.22239100
351,경상북도,포항시북구,방어지구(포항),방어침례교회 앞,경상북도 포항시 북구 청하면 방어리 122,200,공터,170,,12,129.38144500,36.21190700
352,경상북도,포항시북구,방어지구(포항),월포백번횟집앞,경상북도 포항시 북구 청하면 방어리 산16,200,공터,690,,12,129.37663300,36.20870500
332,경상북도,포항시남구,청림지구,해병대 북문 주변,경상북도 포항시 남구 일월동 675-1,150,공터,975,,12,129.41527400,35.99407600
333,경상북도,포항시남구,하정지구,장길리교회 앞,경상북도 포항시 남구 구룡포읍 장길리 108-3,89,공터,320,,16,129.54539600,35.95441500
334,경상북도,포항시남구,하정지구,하정리 269번지 도로,경상북도 포항시 남구 구룡포읍 하정리 269,401,도로변,710,,12,129.54679680,35.96535300
335,경상북도,포항시남구,하정지구,하정축양장 앞 공터,경상북도 포항시 남구 구룡포읍 하정리 115-2,350,공터,670,,12,129.55263300,35.97075900
336,경상북도,포항시남구,호미곶지구,대보초등학교 앞,경상북도 포항시 남구 호미곶면 구만리 123,500,학교운동장,485,,9,129.55750160,36.07825700
337,경상북도,포항시남구,호미곶지구,대보1교차로 앞,경상북도 포항시 남구 대보면 대보리 14-9,53,공터,335,,15,129.57006200,36.06507100
338,경상북도,포항시남구,호미곶지구,해맞이광장입구 버스승강장,경상북도 포항시 남구 호미곶면 대보리 295-2,40,공터,180,,13,129.56459700,36.07627700
339,경상북도,포항시남구,호미곶지구,호미곶면사무소 앞,경상북도 포항시 남구 호미곶면 구만리 47-7,15,공터,610,,22,129.55562230,36.08065000
355,경상북도,포항시북구,오도지구,오도해수욕장 입구,경상북도 포항시 북구 흥해읍 오도리 359-3,48,공터,220,,20,129.39839600,36.15410900
356,경상북도,포항시북구,오도지구,작은펜션 앞 공터,경상북도 포항시 북구 흥해읍 오도리 543,40,공터,570,,34,129.39612800,36.15731100
357,경상북도,포항시북구,용두지구,오션뷰 펜션 앞,경상북도 포항시 북구 청하면 용두리 49-2,160,공터,395,,15,129.36947500,36.19466700
358,경상북도,포항시북구,용한지구,용한1리 마을입구,경상북도 포항시 북구 흥해읍 용한리 산 41-1,21,공터,200,,31,129.42661220,36.11002700
359,경상북도,포항시북구,월포지구,월포다리,경상북도 포항시 북구 청하면 월포리 3-18,500,공공건축물,650,여,10,129.37262100,36.20788300
360,경상북도,포항시북구,월포지구,월포초교 뒷뜰앞,경상북도 포항시 북구 청하면 용두리 481-2,506,공터,650,,14,129.36735800,36.20340700
361,경상북도,포항시북구,이가지구,이가리 산68-3 일원,경상북도 포항시 북구 청하면 이가리 산68-3,200,공터,230,,23,129.37866200,36.18775100
362,경상북도,포항시북구,이가지구,이가힐펜션 앞,경상북도 포항시 북구 청하면 이가리 911,120,공터,450,,20,129.38389170,36.18375200
342,경상북도,포항시남구,흥환지구,흥환리 마을회관 뒷산,경상북도 포항시 남구 동해면 흥환리 314,100,공터,140,,11,129.50414770,36.02639300
343,경상북도,포항시남구,흥환지구,흥환주유소 옆 공터,경상북도 포항시 남구 동해면 흥환리 442-3,30,공터,515,,22,129.50683600,36.02426600
344,경상북도,포항시북구,곡강지구,곡강3리 마을뒷편 공터,경상북도 포항시 북구 흥해읍 곡강리 산87,20,공터,500,,14,129.39881900,36.12762100
345,경상북도,포항시북구,곡강지구,칠포해수욕장위부대앞,경상북도 포항시 북구 흥해읍 칠포리 산109-10,8,공터,400,,36,129.39647500,36.13270400
346,경상북도,포항시북구,두호지구,두호1어린이공원,경상북도 포항시 북구 두호동 1084-2,100,공터,1150,,14,129.38118400,36.06455500
347,경상북도,포항시북구,두호지구,포항고등학교 앞,경상북도 포항시 북구 학산동 288,500,학교운동장,1130,,19,129.37064180,36.05634300
348,경상북도,포항시북구,두호지구,학산5어린이공원,경상북도 포항시 북구 항구동 344-6,100,공터,330,,20,129.37524400,36.05692000
349,경상북도,포항시북구,방석지구,1박2일펜션 앞,경상북도 포항시 북구 송라면 방석리 104,280,공터,200,,23,129.38164800,36.23463800
364,경상북도,포항시북구,죽천지구,죽천초등학교 앞,경상북도 포항시 북구 흥해읍 우목리 105,200,학교운동장,200,,22,129.42761130,36.09724300
365,경상북도,포항시북구,죽천지구,해뜨는집 앞 공터,경상북도 포항시 북구 흥해읍 죽천리 173-16,90,공터,730,,30,129.41755010,36.08860500
366,경상북도,포항시북구,지경지구,지경검문소 앞 공터,경상북도 포항시 북구 송라면 지경리 199-1,130,공터,160,,14,129.37436800,36.26329500
367,경상북도,포항시북구,지경지구,화진교 옆 공터,경상북도 포항시 북구 송라면 지경리 621,50,공터,445,,9,129.37046100,36.25009800
368,경상북도,포항시북구,지경지구,화진휴게소 입구,경상북도 포항시 북구 송라면 지경리 342-6,140,공터,280,,19,129.37169800,36.25354200
369,경상북도,포항시북구,청진지구,선정마을입구 앞,경상북도 포항시 북구 청하면 청진리 309,80,공터,600,,27,129.39281600,36.17461500
370,경상북도,포항시북구,청진지구,스타팜펜션 앞 공터,경상북도 포항시 북구 청하면 청진리 413-1,50,공터,170,,20,129.39628900,36.17027000
371,경상북도,포항시북구,청진지구,청진1리 GS주유소 앞,경상북도 포항시 북구 청하면 청진리 78,70,공터,260,,30,129.39046600,36.17905900
353,경상북도,포항시북구,송도1지구,포항시립아트홀 앞,경상북도 포항시 북구 덕산동 129-1,200,공터,1560,,13,129.36701060,36.04085300
354,경상북도,포항시북구,오도지구,사방기념관 입구,경상북도 포항시 북구 흥해읍 오도리 87,40,공터,330,,18,129.39793900,36.16342800
378,경상북도,포항시북구,환여지구,환호 여중 앞,경상북도 포항시 북구 환호동 69,370,학교운동장,350,,14,129.40075930,36.07108600
379,경상북도,포항시북구,환여지구,환호동해맞이공원,경상북도 포항시 북구 환호동 323-3,570,공터,560,,14,129.39545170,36.06822800
380,경상북도,경주시,감포지구,감포읍 버스공용주차장,경상북도 경주시 감포읍 전동리 115,500,공터,600,,30,129.49659600,35.80342200
381,경상북도,경주시,감포지구,감포읍 주민복지회관,경상북도 경주시 감포읍 천촌리 221,500,공공건축물,500,2등급,20,129.49369200,35.79854800
382,경상북도,경주시,감포지구,감포읍사무소,경상북도 경주시 감포읍 감포리 56-1,100,공공건축물,170,미적용,15,129.50167600,35.80739600
383,경상북도,경주시,감포지구,감포초등학교,경상북도 경주시 감포읍 감포리 16,1300,학교운동장,300,,15,129.50201900,35.80959800
384,경상북도,경주시,관성지구,바다모텔 옆 야산,경상북도 경주시 양남면 수렴리 산85-5,200,공터,120,,15,129.45090000,35.65906000
385,경상북도,경주시,관성지구,통일로 토종순대국,경상북도 경주시 양남면 수렴리 94-9,500,공터,150,,15,129.46290700,35.66740600
386,경상북도,경주시,관성지구,현대자동차 수련원,경상북도 경주시 양남면 수렴리 240-6,1000,공터,300,,20,129.45860000,35.66864000
387,경상북도,경주시,나아지구,나산초등학교,경상북도 경주시 양남면 읍천리 17,1000,학교운동장,400,,15,129.47030000,35.69788000
388,경상북도,경주시,나정지구,나정1리 마을회관 앞 야산,경상북도 경주시 감포읍 나정리 203,500,공터,180,,15,129.49110500,35.77870100
389,경상북도,경주시,나정지구,나정2리 마을회관 뒤 솔밭,경상북도 경주시 감포읍 나정리 223-2,1000,공터,150,,20,129.49294600,35.77764400
